6211	7307	2394	859	9759
409	2226	3861	3440	6492
3334	4692	7501	9452	4991
2640	385	7063	1016	1493
2625	9257	8550	7879	9169
699	1952	3658	8519	4472
9159	9244	6595	4524	6100
245	4796	3714	1952	4493
2194	6319	8939	3042	2714
3006	573	4662	2971	3011
5380	4306	5967	2368	2083
7685	9867	4283	6573	7175
7785	6574	8104	4556	8812
7703	4287	1853	2914	3903
1702	6686	9196	9752	5432
3532	8016	5268	7748	6503
3901	9498	6934	1831	4285
7872	2305	5394	3211	6384
1813	2694	5070	2676	1898
154	6910	7491	5004	6663
4140	359	6200	9131	7558
6621	3709	7666	6203	6069
5227	905	2049	3728	5930
4988	5854	3324	5189	3597
6485	6210	7866	3965	7599
6741	9775	3579	5445	723
8881	4939	6677	4577	1302
2944	9088	673	1060	3549
9959	7014	2191	5560	1735
8810	5090	5487	1850	8712
9881	1889	2718	5179	9303
4734	6769	5840	9082	6698
8840	7514	3137	3045	8946
8098	9401	1017	2142	5274
2953	5317	3686	6186	4883
6249	1696	2504	4739	6861
6216	7145	3433	7899	5251
9228	6749	5085	9094	9938
5826	6147	2708	1630	5095
3618	4300	6843	4045	1620
1752	6903	4392	4129	7750
7415	2692	4204	9734	2981
631	3024	1053	6481	9496
200	5551	7971	8017	3167
9658	3755	2155	4488	2953
1705	6417	704	8701	1996
3420	1673	6818	7546	4597
2699	3824	3323	7027	9765
4544	139	8874	8196	8745
7298	8812	7714	9620	4269
4345	1718	8630	4744	6649
9206	3769	9033	9176	9953
4389	9792	2895	3165	4753
3317	1562	7756	5803	8378
6162	8664	616	5048	7199
9581	7415	7232	5015	8581
3549	9954	5310	4868	3453
1689	6181	7784	1575	582
2103	9892	3909	8380	4577
2877	2293	4802	2273	7990
2273	7278	786	3145	2731
3549	2270	8476	9003	3570
5719	7773	2487	2616	2562
3619	2287	5633	8409	6179
7983	3276	8406	833	7822
9057	7183	3900	5917	5249
6151	9274	5436	4990	1352
9708	9523	5636	2069	6330
8003	4510	6266	9176	312
2526	5	9300	3148	2339
4647	413	5828	8303	9387
3976	3027	5644	8937	4824
4766	588	7267	7040	4045
5028	4485	6783	3734	2656
5137	3972	1529	4707	7474
853	384	2250	2763	2102
2235	8766	3368	5890	7278
1877	2095	5698	8007	4162
7073	4070	5467	8645	2147
8494	2883	1520	9393	6053
3965	7444	9670	3153	5262
8534	6468	7540	5592	8959
2124	6317	9721	8444	8188
2269	1085	7739	2566	6533
963	8833	4951	9119	9239
2987	3537	7774	8072	454
5188	7183	6110	5376	848
9404	3824	5766	3789	3881
994	846	8837	1851	7508
3365	8118	2604	1727	3550
9999	27	5626	1603	7351
8372	3389	2760	6542	7286
4195	9963	5395	4308	5141
2755	5066	372	2388	53
1679	3664	4086	9406	6440
3959	6412	1342	979	8183
9386	3288	2505	7386	6714
7070	9740	9210	3401	1500
5708	5385	8313	1617	8732
3645	7318	6162	4452	6216
198	9741	558	6046	2857
5390	5796	3000	7368	9156
893	7840	9028	9955	8639
7739	2516	8811	4371	2738
444	8644	7775	8456	8086
4754	1828	2546	4468	5395
7636	9479	8951	2707	6990
3558	2255	408	9729	7359
2076	670	2361	3478	6339
9160	4903	2992	9469	478
788	3714	9473	261	4017
9343	1964	5234	7911	3023
1908	5777	9827	3881	8379
4397	1085	5548	8751	2303
4139	839	2609	2382	6945
258	6589	6188	2822	2455
1036	5550	7583	3878	7884
7750	7640	9735	2736	128
2128	890	6625	9999	816
7287	9888	6453	5703	5077
1180	3076	4535	2506	7108
9085	2446	1490	9045	5087
